,Semester,Year,Status,Major...7,Class,Gender...9,Finance?,Non-Business,Section,Survey Y/N,Day/Evening,Food Service,Apparel/Sewing,Other Consumer,Cottage Food,random_id,CompanyLetter,Learning Team,Faculty,Business Name
501,Fall,2023,Registered(06/08/2023),Business Management,JR,Female,No,No,4,Y,Daytime Operations (8AM-2PM roughly),Indifferent or No Opinion,Very Interested,Very Interested,Not Interested,745KZXX1180SW903,D,2,Chris Boyce,Your Signature Jewlery
502,Winter,2023,Registered(11/03/2022),Business Finance,SR,Male,Yes,No,7,Y,Daytime Operations (8AM-2PM),Not Interested,Indifferent or No Opinion,Indifferent or No Opinion,Not Interested,569JLLG5554OB451,G,3,Jared Peterson,MemoRays
503,Spring,2022,Registered(03/24/2022),Construction Management,SO,Male,No,Yes,5,N,NA,N/A,N/A,N/A,N/A,721DOVP7276JP884,NA,NA,NA,#N/A
504,Spring,2022,Registered(03/10/2022),Business Management,SR,Male,No,No,8,N,NA,N/A,N/A,N/A,N/A,808AXMX2978PV340,NA,NA,NA,#N/A
505,Fall,2022,Registered(06/13/2022),Business Finance,JR,Male,Yes,No,3,Y,Daytime,No Opinion,No Opinion,Very Interested,No Opinion,860ZASP2777TS128,NA,NA,NA,#N/A
506,Fall,2023,Registered(06/04/2023),Bus Mgmt Marketing,SR,Female,No,No,5,N,N/A,N/A,N/A,N/A,N/A,523HJGL7438QK184,E,3,Jared Peterson,Off-Shore
507,Spring,2022,Registered(03/12/2022),Bus Mgmt Marketing,SO,Female,No,No,8,N,NA,N/A,N/A,N/A,N/A,251BICP7329QT890,NA,NA,NA,#N/A
508,Winter,2023,Registered(11/03/2022),Business Management,SR,Male,No,No,5,Y,I'm fine with either option,Very Interested,Not Interested,Not Interested,Indifferent or No Opinion,483QDQF8071AJ519,E,2,Rob Tietjen,After Hours
509,Spring,2023,Registered(03/09/2023),Bus Mgmt Marketing,SO,Female,No,No,6,Y,Daytime Operations (8AM-2PM roughly),Indifferent or No Opinion,Very Interested,Very Interested,Indifferent or No Opinion,654DPSG5359UM639,F,2,Kent Lundin,New Life
510,Spring,2023,Registered(04/14/2023),Business Management,JR,Male,No,No,3,N,NA,N/A,N/A,N/A,N/A,116ZKYV5396SV108,C,2,Chris Boyce,The Chap Shack
511,Winter,2023,Registered(11/14/2022),Bus Mgmt Marketing,SO,Male,No,No,3,N,NA,N/A,N/A,N/A,N/A,637QTPB8211RQ621,C,3,Drew Eager,Rogers
512,Fall,2022,Registered(06/08/2022),Business Management,JR,Male,No,No,1,N,Daytime,No Opinion,No Opinion,No Opinion,No Opinion,719MLXK6656VD891,NA,NA,NA,#N/A
513,Fall,2023,Registered(06/05/2023),Business Finance,JR,Male,Yes,No,2,Y,Daytime Operations (8AM-2PM roughly),Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,688BCCI5754NO247,B,2,Mary Maroon,Homeslice
514,Winter,2023,Registered(11/25/2022),Automotive Tech Mgmt,SR,Male,No,Yes,6,Y,Daytime Operations (8AM-2PM),Indifferent or No Opinion,Very Interested,Very Interested,Indifferent or No Opinion,943OALW3407ZI721,F,1,Chris Boyce,CereALLS
515,Fall,2023,Registered(06/12/2023),Business Management,SR,Male,No,No,2,Y,Daytime Operations (8AM-2PM roughly),Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,195CTFY8867DY644,B,3,Mary Maroon,Homeslice
516,Spring,2023,Registered(03/05/2023),Business Management,SR,Male,No,No,9,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Not Interested,Indifferent or No Opinion,Not Interested,176SVGX1693RR305,I,3,Dave Rowe,Easy Peasy
517,Spring,2022,Registered(03/17/2022),Business Management,SO,Male,No,No,6,Y,NA,Very Interested,Not Interested,Indifferent or No Opinion,Very Interested,878WUEW4637LA686,NA,NA,NA,#N/A
518,Fall,2022,Registered(09/13/2022),Art,JR,Male,No,Yes,4,Y,NA,NA,NA,NA,NA,452MOHI2387KP587,NA,NA,NA,#N/A
519,Fall,2022,Registered(06/10/2022),Bus Mgmt Marketing,JR,Male,No,No,8,Y,Daytime,Not Interested,No Opinion,Not Interested,Very Interested,699QIHG1331KR384,NA,NA,NA,#N/A
520,Spring,2023,Registered(03/20/2023),Bus Mgmt Marketing,JR,Female,No,No,6,Y,Daytime Operations (8AM-2PM roughly),Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,760QHZS5265DX578,F,2,Kent Lundin,New Life
521,Fall,2022,Registered(08/28/2022),Bus Mgmt Marketing,SR,Female,No,No,1,N,NA,NA,NA,NA,NA,916RQFV2867JF907,NA,NA,NA,#N/A
522,Winter,2023,Registered(11/08/2022),Business Management,SR,Male,No,No,1,N,NA,N/A,N/A,N/A,N/A,283ECHC8030TJ957,A,3,Charlie Crump,Golden Links
523,Fall,2022,Registered(06/08/2022),Bus Mgmt Marketing,SR,Female,No,No,7,Y,Daytime,Very Interested,No Opinion,Very Interested,No Opinion,387MNEW7574ZJ225,NA,NA,NA,#N/A
524,Fall,2022,Registered(06/09/2022),Bus Mgmt Marketing,JR,Female,No,No,4,Y,Daytime,Not Interested,Very Interested,Very Interested,Very Interested,661BYUF7701BJ400,NA,NA,NA,#N/A
525,Fall,2022,Registered(06/07/2022),Construction Management,SR,Male,No,Yes,1,N,Daytime,No Opinion,No Opinion,No Opinion,No Opinion,494WQTF3867GI555,NA,NA,NA,#N/A
526,Spring,2022,Registered(03/30/2022),Exercise Physiology,SR,Male,No,Yes,1,Y,Daytime Operations (8AM-2PM),Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,330UHHL8663ED810,NA,NA,NA,#N/A
527,Fall,2022,Registered(06/08/2022),Bus Mgmt Marketing,JR,Male,No,No,4,Y,Daytime,No Opinion,Very Interested,No Opinion,Very Interested,163IYLR4643TI246,NA,NA,NA,#N/A
528,Fall,2022,Registered(06/09/2022),Bus Mgmt Marketing,JR,Male,No,No,5,N,Daytime,No Opinion,No Opinion,No Opinion,No Opinion,490QMPX1825ZM465,NA,NA,NA,#N/A
529,Spring,2023,Registered(03/07/2023),Bus Mgmt Marketing,SR,Female,No,No,8,Y,I'm fine with either option,Very Interested,Indifferent or No Opinion,Very Interested,Very Interested,867JGKB2803GC678,H,3,Charlie Crump,Dippers
530,Spring,2022,Registered(03/11/2022),Business Management,SO,Male,No,No,1,N,Daytime Operations (8AM-2PM),N/A,N/A,N/A,N/A,840NZTL2687FS216,NA,NA,NA,#N/A
531,Fall,2022,Registered(06/09/2022),Business Management Ops,JR,Male,No,No,4,Y,Daytime,Very Interested,Not Interested,Very Interested,No Opinion,957CDLJ2924WG159,NA,NA,NA,#N/A
532,Spring,2023,Registered(03/03/2023),Bus Mgmt Marketing,SR,Female,No,No,8,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Very Interested,Not Interested,Very Interested,544YUFC7764UT743,H,3,Charlie Crump,Dippers
533,Fall,2023,Registered(06/09/2023),Bus Mgmt Marketing,JR,Female,No,No,5,N,N/A,N/A,N/A,N/A,N/A,756DSYA2403FK463,E,2,Jared Peterson,Off-Shore
534,Winter,2023,Registered(12/11/2022),Bus Mgmt Marketing,JR,Male,No,No,8,Y,Daytime Operations (8AM-2PM),Not Interested,Not Interested,Very Interested,Not Interested,354EJSL3142NQ924,H,3,Jared Eberhard,Wickalicous
535,Winter,2023,Registered(11/04/2022),Bus Mgmt Marketing,SR,Female,No,No,3,N,NA,N/A,N/A,N/A,N/A,894HNJF9800AF315,C,1,Drew Eager,Rogers
536,Spring,2022,Registered(03/07/2022),Business Management,SR,Male,No,No,8,Y,NA,Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,666ONGE2118UL503,NA,NA,NA,#N/A
537,Fall,2023,Registered(08/06/2023),Bus Mgmt Marketing,JR,Male,No,No,3,N,N/A,N/A,N/A,N/A,N/A,941LRWI7265EM484,C,2,Rob Tietjen,Tia Tortilla
538,Spring,2023,Registered(03/07/2023),Business Management,JR,Male,No,No,9,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Not Interested,Indifferent or No Opinion,Indifferent or No Opinion,682XSXM8789NM683,I,1,Dave Rowe,Easy Peasy
539,Spring,2022,Registered(03/03/2022),Business Management,SR,Male,No,No,3,N,Daytime Operations (8AM-2PM),N/A,N/A,N/A,N/A,135LNKD5783WW633,NA,NA,NA,#N/A
540,Spring,2022,Registered(03/09/2022),Automotive Tech Mgmt,JR,Male,No,Yes,7,Y,Daytime Operations (8AM-2PM),Very Interested,Not Interested,Very Interested,Very Interested,787AYBB4468KT117,NA,NA,NA,#N/A
541,Spring,2023,Registered(03/06/2023),Business Management,SR,Male,No,No,2,Y,Evening Operations (8-11AM & 7-10PM roughly),Not Interested,Not Interested,Very Interested,Not Interested,548JPTD4480VI572,B,1,Rob Tietjen,Walk'in Tacos
542,Winter,2023,Registered(11/15/2022),Bus Mgmt Marketing,SO,Male,No,No,4,Y,Daytime Operations (8AM-2PM),Very Interested,Not Interested,Indifferent or No Opinion,Indifferent or No Opinion,836OFFT5219VC236,D,1,Alan Thompson,Swift Blend
543,Spring,2022,Registered(03/13/2022),Art,JR,Male,No,Yes,6,N,Daytime Operations (8AM-2PM),N/A,N/A,N/A,N/A,911RVVE7971EF286,NA,NA,NA,#N/A
544,Spring,2022,Registered(03/10/2022),Bus Mgmt Marketing,SR,Male,No,No,2,N,NA,N/A,N/A,N/A,N/A,280JTIR2003TC938,NA,NA,NA,#N/A
545,Fall,2023,Registered(06/07/2023),Business Management,JR,Male,No,No,6,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Not Interested,Very Interested,Indifferent or No Opinion,919TXVI1127LQ699,F,1,Kent Lundin,On-A-Stick
546,Fall,2023,tbd,Construction Management,SR,Male,No,Yes,5,Y,Daytime Operations (8AM-2PM roughly),Not Interested,Indifferent or No Opinion,Very Interested,Not Interested,460CZDD1422TT850,E,1,Jared Peterson,Off-Shore
547,Spring,2023,Registered(03/08/2023),Business Management,JR,Female,No,No,1,N,NA,N/A,N/A,N/A,N/A,413HXCI5385HD407,A,3,Scott Pope,1793 & Co
548,Spring,2023,Registered(03/08/2023),Business Finance,JR,Male,Yes,No,5,N,NA,N/A,N/A,N/A,N/A,598FZTM5934CX103,E,1,Jared Eberhard,Bussin' Butter
549,Fall,2023,Registered(06/08/2023),International Studies,JR,Female,No,Yes,7,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Very Interested,Indifferent or No Opinion,Indifferent or No Opinion,162DQIV6667YK723,G,2,Drew Eagar,Mac Dad
550,Spring,2023,Registered(03/09/2023),Business Finance,JR,Male,Yes,No,1,N,NA,N/A,N/A,N/A,N/A,622DHHE2276QA859,A,2,Scott Pope,1793 & Co
551,Spring,2023,Registered(03/07/2023),Business Management,JR,Male,No,No,4,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Indifferent or No Opinion,Very Interested,Indifferent or No Opinion,588YTKE5702YQ751,D,2,Jared Peterson,Dashing Dough
552,Fall,2022,Registered(08/30/2022),Business Management,JR,Female,No,No,7,N,NA,NA,NA,NA,NA,701YQZJ9391LF272,NA,NA,NA,#N/A
553,Fall,2023,Registered(06/06/2023),Business Management,JR,Male,No,No,3,Y,Evening Operations (8-11AM & 7-10PM roughly),Very Interested,Not Interested,Indifferent or No Opinion,Not Interested,147TTUZ3709YS211,C,3,Rob Tietjen,Tia Tortilla
554,Spring,2022,Registered(03/15/2022),Business Management,SO,Male,No,No,4,N,NA,N/A,N/A,N/A,N/A,392HRZD3615XV304,NA,NA,NA,#N/A
555,Spring,2022,Registered(03/03/2022),Construction Management,SR,Male,No,Yes,4,Y,NA,Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,652OAEU4490HK444,NA,NA,NA,#N/A
556,Fall,2022,Registered(06/07/2022),FCS Apparel Entrepreneur,SR,Female,No,Yes,2,Y,Daytime,No Opinion,No Opinion,Not Interested,Very Interested,754ZNFR1864GI958,NA,NA,NA,#N/A
557,Spring,2022,Registered(03/08/2022),Bus Mgmt Marketing,JR,Female,No,No,4,N,NA,N/A,N/A,N/A,N/A,735XPWF5991MI424,NA,NA,NA,#N/A
558,Winter,2023,Registered(11/14/2022),Business Management,SO,Female,No,No,5,Y,Evening Operations (8-11AM & 7-10PM),Very Interested,Very Interested,Very Interested,Very Interested,855BZJD5358UB896,E,2,Rob Tietjen,After Hours
559,Fall,2022,Registered(06/08/2022),Bus Mgmt Marketing,JR,Male,No,No,5,N,Daytime,No Opinion,No Opinion,No Opinion,No Opinion,547LRZN1491ZT673,NA,NA,NA,#N/A
560,Spring,2023,Registered(04/19/2023),History Education,SO,Male,No,No,3,N,NA,N/A,N/A,N/A,N/A,137MLWM1374JJ775,C,2,Chris Boyce,The Chap Shack
561,Fall,2023,Registered(06/06/2023),FCS Apparel Entrepreneur,JR,Female,No,Yes,2,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,775DHIX5337ZD204,B,2,Mary Maroon,Homeslice
562,Fall,2022,Registered(06/08/2022),Business Management,JR,Female,No,No,3,Y,Daytime,No Opinion,No Opinion,Not Interested,Very Interested,490DHXE3938HA547,NA,NA,NA,#N/A
563,Spring,2023,Registered(03/07/2023),Bus Mgmt Marketing,JR,Male,No,No,9,Y,Daytime Operations (8AM-2PM roughly),Not Interested,Not Interested,Very Interested,Very Interested,910OAGM6662GS916,I,2,Dave Rowe,Easy Peasy
564,Spring,2023,Registered(03/09/2023),Bus Mgmt Marketing,JR,Female,No,No,6,Y,Daytime Operations (8AM-2PM roughly),Not Interested,Very Interested,Very Interested,Indifferent or No Opinion,103LAFY1309QL147,F,1,Kent Lundin,New Life
565,Spring,2022,Registered(03/07/2022),Bus Mgmt Marketing,JR,Male,No,No,6,Y,Evening Operations (8-11AM & 7-10PM),Very Interested,Not Interested,Not Interested,Not Interested,689FSKZ9578ZZ701,NA,NA,NA,#N/A
566,Fall,2023,Registered(06/09/2023),Bus Mgmt Marketing,SO,Female,No,No,4,Y,Daytime Operations (8AM-2PM roughly),Indifferent or No Opinion,Very Interested,Very Interested,Indifferent or No Opinion,382ZHAE4720MU734,D,2,Chris Boyce,Your Signature Jewlery
567,Spring,2022,Registered(03/27/2022),International Studies,JR,Male,No,Yes,3,Y,Daytime Operations (8AM-2PM),Very Interested,Indifferent or No Opinion,Not Interested,Indifferent or No Opinion,476IBXI5127TP470,NA,NA,NA,#N/A
568,Winter,2023,Registered(11/03/2022),Business Management,SR,Female,No,No,3,Y,Daytime Operations (8AM-2PM),Indifferent or No Opinion,Very Interested,Very Interested,Indifferent or No Opinion,824XXGO7753ID804,C,2,Drew Eager,Rogers
569,Fall,2022,Registered(06/06/2022),Bus Mgmt Marketing,JR,Female,No,No,8,Y,Daytime,Very Interested,Very Interested,Not Interested,No Opinion,125SVIO4249MB623,NA,NA,NA,#N/A
570,Spring,2022,Registered(03/07/2022),Business Management,JR,Male,No,No,1,N,NA,N/A,N/A,N/A,N/A,131QVAT3667MY859,NA,NA,NA,#N/A
571,Winter,2023,Registered(11/23/2022),Bus Mgmt Marketing,SR,Female,No,No,5,Y,Daytime Operations (8AM-2PM),Very Interested,Very Interested,Indifferent or No Opinion,Not Interested,446BJSJ6691NI612,E,1,Rob Tietjen,After Hours
572,Spring,2023,Registered(03/10/2023),Business Management,JR,Male,No,No,7,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Not Interested,Not Interested,Indifferent or No Opinion,982JBHQ2074VM424,G,1,Brian Christensen,Brims
573,Fall,2022,Registered(06/10/2022),Business Management,JR,Male,No,No,8,Y,Daytime,Not Interested,Not Interested,Not Interested,Very Interested,807CVTO7337NB572,NA,NA,NA,#N/A
574,Fall,2023,Registered(06/08/2023),Business Management,SO,Male,No,No,1,Y,Daytime Operations (8AM-2PM roughly),Indifferent or No Opinion,Indifferent or No Opinion,Very Interested,Indifferent or No Opinion,890AUKZ5042UU191,A,3,Scott Pope,CheFigo
575,Fall,2022,Registered(09/09/2022),Bus Mgmt Marketing,SR,Male,No,No,3,Y,NA,NA,NA,NA,NA,328GGTD9247CY386,NA,NA,NA,#N/A
576,Spring,2022,Registered(03/06/2022),Bus Mgmt Marketing,JR,Female,No,No,4,Y,NA,Very Interested,Very Interested,Indifferent or No Opinion,Not Interested,539JPMW8500BY128,NA,NA,NA,#N/A
577,Winter,2023,Registered(11/09/2022),Business Management,JR,Male,No,No,5,Y,Evening Operations (8-11AM & 7-10PM),Very Interested,Not Interested,Indifferent or No Opinion,Indifferent or No Opinion,772IQXV2091VA481,E,3,Rob Tietjen,After Hours
578,Fall,2022,Registered(06/09/2022),Bus Mgmt Marketing,JR,Male,No,No,1,Y,Daytime,No Opinion,No Opinion,No Opinion,Very Interested,931AXTG8307WV585,NA,NA,NA,#N/A
579,Fall,2022,Registered(06/08/2022),Business Management Ops,JR,Female,No,No,4,Y,Daytime,Not Interested,No Opinion,Not Interested,No Opinion,786XIIF3940HA905,NA,NA,NA,#N/A
580,Winter,2023,Registered(11/11/2022),Professional Studies,SR,Male,No,Yes,4,Y,Daytime Operations (8AM-2PM),Very Interested,Not Interested,Not Interested,Indifferent or No Opinion,765COGP5618JS242,D,2,Alan Thompson,Swift Blend
581,Fall,2022,Registered(06/07/2022),Bus Mgmt Marketing,SR,Male,No,No,8,Y,Daytime,Not Interested,Very Interested,Not Interested,No Opinion,497UWPS9699LM104,NA,NA,NA,#N/A
582,Fall,2023,Registered(06/06/2023),Bus Mgmt Marketing,SR,Female,No,No,6,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Not Interested,Indifferent or No Opinion,Very Interested,205HJFZ5745NC473,F,2,Kent Lundin,On-A-Stick
583,Spring,2022,Registered(03/21/2022),Business Management,JR,Female,No,No,2,Y,NA,Very Interested,Very Interested,Very Interested,Indifferent or No Opinion,453HUUU4525ND313,NA,NA,NA,#N/A
584,Spring,2022,Registered(03/10/2022),Business Management,JR,Male,No,No,2,Y,Daytime Operations (8AM-2PM),Very Interested,Indifferent or No Opinion,Not Interested,Very Interested,207RTQK2658DV582,NA,NA,NA,#N/A
585,Winter,2023,Registered(12/16/2022),Bus Mgmt Marketing,FR,Female,No,No,4,Y,Daytime Operations (8AM-2PM),Very Interested,Not Interested,Very Interested,Indifferent or No Opinion,915PXDK6514GF536,D,3,Alan Thompson,Swift Blend
586,Fall,2022,Registered(06/03/2022),Business Management,SR,Female,No,No,5,Y,Daytime,Not Interested,Very Interested,No Opinion,Very Interested,316VSEV7972DW237,NA,NA,NA,#N/A
587,Fall,2022,Registered(06/13/2022),Business Management,SR,Female,No,No,8,Y,Daytime,Very Interested,No Opinion,No Opinion,Very Interested,555NEUG7339NZ339,NA,NA,NA,#N/A
588,Spring,2022,Registered(03/11/2022),Bus Mgmt Marketing,JR,Male,No,No,4,N,Daytime Operations (8AM-2PM),N/A,N/A,N/A,N/A,737SOCG8720PE362,NA,NA,NA,#N/A
589,Fall,2022,Registered(07/06/2022),Business Finance,JR,Male,Yes,No,8,Y,Daytime,Very Interested,Not Interested,Very Interested,No Opinion,916AYFW9623TQ766,NA,NA,NA,#N/A
590,Spring,2023,Registered(03/09/2023),Bus Mgmt Marketing,JR,Male,No,No,2,Y,Evening Operations (8-11AM & 7-10PM roughly),Very Interested,Not Interested,Indifferent or No Opinion,Indifferent or No Opinion,252WNGS3361VU247,B,2,Rob Tietjen,Walk'in Tacos
591,Spring,2023,Registered(03/08/2023),FCS Apparel Entrepreneur,SR,Female,No,Yes,1,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Very Interested,Very Interested,Very Interested,245TMDH1012SM371,A,1,Scott Pope,1793 & Co
592,Spring,2022,Registered(03/10/2022),FCS Apparel Entrepreneur,JR,Female,No,Yes,1,Y,NA,Not Interested,Very Interested,Very Interested,Indifferent or No Opinion,222LFDP5928EI362,NA,NA,NA,#N/A
593,Spring,2022,Registered(04/04/2022),Business Management,SR,Female,No,No,8,N,NA,N/A,N/A,N/A,N/A,871RCDY6211GX673,NA,NA,NA,#N/A
594,Spring,2022,Registered(03/25/2022),Bus Mgmt Marketing,JR,Female,No,No,3,Y,Daytime Operations (8AM-2PM),Indifferent or No Opinion,Very Interested,Not Interested,Not Interested,474JQJX1105IW608,NA,NA,NA,#N/A
595,Fall,2023,Registered(06/20/2023),Bus Mgmt Marketing,SR,Male,No,No,4,Y,Daytime Operations (8AM-2PM roughly),Indifferent or No Opinion,Not Interested,Very Interested,Indifferent or No Opinion,291PFBL1111SD502,D,2,Chris Boyce,Your Signature Jewlery
596,Winter,2023,Registered(11/28/2022),Business Management,JR,Male,No,No,3,N,NA,N/A,N/A,N/A,N/A,938DMNM2237HF644,C,3,Drew Eager,Rogers
597,Winter,2023,Registered(11/12/2022),Business Management,JR,Female,No,No,6,Y,Daytime Operations (8AM-2PM),Indifferent or No Opinion,Very Interested,Very Interested,Indifferent or No Opinion,734LNXY9054QX678,F,1,Chris Boyce,CereALLS
598,Spring,2022,Registered(03/16/2022),FCS Apparel Entrepreneur,JR,Female,No,Yes,6,Y,Daytime Operations (8AM-2PM),Not Interested,Very Interested,Indifferent or No Opinion,Not Interested,462SMAD3322GQ403,NA,NA,NA,#N/A
599,Spring,2023,Registered(03/20/2023),Business Management,SR,Female,No,No,3,N,NA,N/A,N/A,N/A,N/A,113SKBD8186MU122,C,1,Chris Boyce,The Chap Shack
600,Fall,2023,Registered(06/09/2023),Bus Mgmt Marketing,SO,Female,No,No,4,N,N/A,N/A,N/A,N/A,N/A,377EBZA9036NV809,D,1,Chris Boyce,Your Signature Jewlery
601,Fall,2023,Registered(06/11/2023),Bus Mgmt Marketing,SO,Female,No,No,9,N,N/A,N/A,N/A,N/A,N/A,497DPBB2655CR536,I,3,Dave Rowe,Sunday Blues
602,Fall,2023,Registered(06/06/2023),FCS Apparel Entrepreneur,SR,Female,No,Yes,7,N,N/A,N/A,N/A,N/A,N/A,359IWQF8233BS761,G,1,Drew Eagar,Mac Dad
603,Fall,2022,Registered(06/07/2022),Bus Mgmt Marketing,JR,Female,No,No,1,N,Daytime,No Opinion,No Opinion,No Opinion,No Opinion,877EGQB4198VM220,NA,NA,NA,#N/A
604,Fall,2023,Registered(06/05/2023),FCS Apparel Entrepreneur,SR,Female,No,Yes,8,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Very Interested,Indifferent or No Opinion,Indifferent or No Opinion,487GEQQ4706FH811,H,3,Brian Christensen,Frozone
605,Fall,2023,Registered(06/07/2023),Bus Mgmt Marketing,JR,Female,No,No,6,Y,Daytime Operations (8AM-2PM roughly),Indifferent or No Opinion,Very Interested,Very Interested,Not Interested,900JDZL2362LY870,F,1,Kent Lundin,On-A-Stick
606,Fall,2022,Registered(06/10/2022),Bus Mgmt Marketing,JR,Male,No,No,3,N,Daytime,No Opinion,No Opinion,No Opinion,No Opinion,218GVPK1557JN776,NA,NA,NA,#N/A
607,Fall,2022,Registered(06/09/2022),Business Finance,JR,Male,Yes,No,2,Y,Daytime,No Opinion,No Opinion,Not Interested,Not Interested,901LZLX8299EA931,NA,NA,NA,#N/A
608,Spring,2022,Registered(03/14/2022),Business Finance,JR,Male,Yes,No,1,Y,NA,Not Interested,Not Interested,Very Interested,Very Interested,558IYVW3488BR444,NA,NA,NA,#N/A
609,Spring,2023,Registered(04/05/2023),Business Management,SO,Female,No,No,1,N,NA,N/A,N/A,N/A,N/A,377AEEI4525YN148,A,2,Scott Pope,1793 & Co
610,Spring,2022,Registered(03/03/2022),Weld/Fabrication Tech,SR,Male,No,Yes,2,N,Daytime Operations (8AM-2PM),N/A,N/A,N/A,N/A,228CRND8267NF600,NA,NA,NA,#N/A
611,Spring,2022,Registered(03/07/2022),Business Management,JR,Female,No,No,7,Y,Evening Operations (8-11AM & 7-10PM),Very Interested,Indifferent or No Opinion,Not Interested,Indifferent or No Opinion,729IIZT2614IX282,NA,NA,NA,#N/A
612,Spring,2022,Registered(03/03/2022),Business Management,SR,Female,No,No,6,Y,NA,Very Interested,Not Interested,Very Interested,Indifferent or No Opinion,951WFTE5410TB652,NA,NA,NA,#N/A
613,Fall,2022,Registered(06/09/2022),Bus Mgmt Marketing,SR,Female,No,No,5,Y,Daytime,Not Interested,Very Interested,Not Interested,Very Interested,825RCAS8014RJ287,NA,NA,NA,#N/A
614,Fall,2023,Registered(06/02/2023),Bus Mgmt Marketing,SR,Male,No,No,2,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Not Interested,Not Interested,Very Interested,146XNFD4382DS634,B,3,Mary Maroon,Homeslice
615,Fall,2022,Registered(06/07/2022),Business Management,JR,Male,No,No,8,N,Daytime,No Opinion,No Opinion,No Opinion,No Opinion,543KQGP9415JS369,NA,NA,NA,#N/A
616,Fall,2022,Registered(08/02/2022),Bus Mgmt Marketing,SR,Male,No,No,6,N,NA,NA,NA,NA,NA,625TKBH9325TM373,NA,NA,NA,#N/A
617,Spring,2022,Registered(03/08/2022),Business Management,JR,Female,No,No,8,Y,NA,Very Interested,Indifferent or No Opinion,Very Interested,Indifferent or No Opinion,551CGKG7262HP989,NA,NA,NA,#N/A
618,Fall,2023,Registered(06/06/2023),Business Management,JR,Male,No,No,3,Y,Evening Operations (8-11AM & 7-10PM roughly),Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,114TAXI1661ID432,C,3,Rob Tietjen,Tia Tortilla
619,Fall,2022,Registered(06/06/2022),Bus Mgmt Marketing,JR,Female,No,No,1,N,Daytime,No Opinion,No Opinion,No Opinion,No Opinion,356DWWP8880IF363,NA,NA,NA,#N/A
620,Spring,2023,Registered(03/09/2023),FCS Apparel Entrepreneur,JR,Female,No,Yes,7,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Very Interested,Indifferent or No Opinion,Indifferent or No Opinion,353QBXX6193IS211,G,3,Brian Christensen,Brims
621,Fall,2022,Registered(06/07/2022),Construction Management,JR,Male,No,Yes,7,N,Daytime,No Opinion,No Opinion,No Opinion,No Opinion,185TZNP3025NE651,NA,NA,NA,#N/A
622,Winter,2023,Registered(11/08/2022),Business Finance,JR,Male,Yes,No,2,Y,Daytime Operations (8AM-2PM),Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,866XNWM2196ZH517,B,2,Robert Wilson,Unboxed
623,Spring,2022,Registered(03/14/2022),International Studies,SR,Male,No,Yes,7,Y,NA,Very Interested,Indifferent or No Opinion,Very Interested,Not Interested,473YCUV8134VS685,NA,NA,NA,#N/A
624,Fall,2023,Registered(06/08/2023),Bus Mgmt Marketing,JR,Male,No,No,9,N,N/A,N/A,N/A,N/A,N/A,139LIKD3742MY183,I,2,Dave Rowe,Sunday Blues
625,Fall,2022,Registered(06/10/2022),Business Management,JR,Male,No,No,1,N,Daytime,No Opinion,No Opinion,No Opinion,No Opinion,109ZZJR1682QK789,NA,NA,NA,#N/A
626,Fall,2022,Registered(06/06/2022),International Studies,SR,Male,No,Yes,6,Y,Evening,Very Interested,Not Interested,No Opinion,Not Interested,101QAVW6013ZL897,NA,NA,NA,#N/A
627,Spring,2022,Registered(03/05/2022),Bus Mgmt Marketing,SR,Female,No,No,2,N,NA,N/A,N/A,N/A,N/A,216TQWB8223FK164,NA,NA,NA,#N/A
628,Fall,2023,Registered(06/07/2023),Business Management,SR,Male,No,No,8,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Not Interested,Not Interested,Very Interested,913MZBM7997FD263,H,1,Brian Christensen,Frozone
