"","Semester","Year","Status","Cross-listed Course","Major...7","Class","Gender...9","Female?","Finance?","Non-Business","Assigned Section","Survey Y/N","Day/Evening","Food Service","Apparel/Sewing","Other Consumer","Cottage Food","random_id","CompanyLetter","Learning Team","Faculty"
"476","Spring","2022","Registered(03/10/2022)",NA,"Business Management","SO","Female","Yes","No","No",1,"N",NA,"N/A","N/A","N/A","N/A","498YHRW5260QW852",NA,NA,NA
"477","Fall","2022","Registered(06/13/2022)",NA,"Bus Mgmt Marketing","SO","Male","No","No","No",8,"Y","Daytime","Very Interested","Not Interested","Very Interested","No Opinion","657EHCQ9743UU713",NA,NA,NA
"478","Spring","2022","Registered(03/10/2022)",NA,"Bus Mgmt Marketing","SO","Female","Yes","No","No",4,"Y",NA,"Very Interested","Very Interested","Indifferent or No Opinion","Indifferent or No Opinion","818ZBNV2921DM881",NA,NA,NA
"479","Spring","2022","Registered(03/03/2022)",NA,"FCS Apparel Entrepreneur","SR","Female","Yes","No","Yes",4,"Y","Daytime Operations (8AM-2PM)","Very Interested","Very Interested","Indifferent or No Opinion","Not Interested","962KLIH8820QH444",NA,NA,NA
"480","Fall","2022","Registered(06/06/2022)",NA,"Bus Mgmt Marketing","SR","Male","No","No","No",7,"Y","Daytime","Very Interested","Not Interested","No Opinion","Very Interested","924ZKHB8504UE362",NA,NA,NA
"481","Fall","2022","Registered(06/08/2022)",NA,"Business Management","JR","Female","Yes","No","No",5,"Y","Daytime","No Opinion","No Opinion","No Opinion","No Opinion","544PWDO7495BR408",NA,NA,NA
"482","Winter","2023","Registered(11/15/2022)",NA,"Bus Mgmt Marketing","SO","Female","Yes","No","No",3,"N",NA,"N/A","N/A","N/A","N/A","221JJLH6910XV587","C",3,"Drew Eager"
"483","Fall","2022","Registered(06/10/2022)",NA,"Bus Mgmt Marketing","JR","Male","No","No","No",7,"Y","Daytime","No Opinion","Very Interested","Very Interested","Not Interested","549ROZW9163ZH335",NA,NA,NA
"484","Fall","2023","Registered(06/09/2023)",NA,"Bus Mgmt Marketing","SO","Female","Yes","No","No",1,"Y","Daytime Operations (8AM-2PM roughly)","Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","502WIEK5198XF114","A",1,"Scott Pope"
"485","Fall","2022","Registered(06/08/2022)",NA,"Bus Mgmt Marketing","JR","Female","Yes","No","No",4,"N","Daytime","No Opinion","No Opinion","No Opinion","No Opinion","531FVCN3062LG814",NA,NA,NA
"486","Spring","2023","Registered(03/03/2023)",NA,"Business Management","SR","Female","Yes","No","No",4,"Y","Daytime Operations (8AM-2PM roughly)","Very Interested","Not Interested","Not Interested","Very Interested","942SUJT3131SE324","D",3,"Jared Peterson"
"487","Spring","2023","Registered(03/06/2023)",NA,"Recreation Management","JR","Male","No","No","Yes",3,"Y","Daytime Operations (8AM-2PM roughly)","Indifferent or No Opinion","Not Interested","Very Interested","Indifferent or No Opinion","738QESB2837LE886","C",2,"Chris Boyce"
"488","Spring","2022","Registered(03/12/2022)",NA,"Business Management","SO","Male","No","No","No",2,"Y",NA,"Very Interested","Indifferent or No Opinion","Indifferent or No Opinion","Very Interested","769QMOO4982KS745",NA,NA,NA
"489","Winter","2023","Registered(11/08/2022)",NA,"Bus Mgmt Marketing","JR","Male","No","No","No",8,"Y","Daytime Operations (8AM-2PM)","Not Interested","Very Interested","Very Interested","Not Interested","669AXFG4992OX766","H",2,"Jared Eberhard"
"490","Fall","2023","Registered(06/07/2023)",NA,"Bus Mgmt Marketing","SO","Female","Yes","No","No",4,"N","N/A","N/A","N/A","N/A","N/A","492GRMA6510PZ542","D",3,"Chris Boyce"
"491","Spring","2022","Registered(03/03/2022)",NA,"Business Management","SR","Male","No","No","No",7,"N","Evening Operations (8-11AM & 7-10PM)","N/A","N/A","N/A","N/A","742YUVM3710CR812",NA,NA,NA
"492","Fall","2022","Registered(06/09/2022)",NA,"Business Management","JR","Female","Yes","No","No",4,"Y","Daytime","Very Interested","Very Interested","Not Interested","No Opinion","320ERJQ9493MJ478",NA,NA,NA
"493","Fall","2023","Registered(06/12/2023)",NA,"Business Management","SO","Male","No","No","No",4,"N","N/A","N/A","N/A","N/A","N/A","161DZWW8307XO448","D",3,"Chris Boyce"
"494","Fall","2023","Registered(06/07/2023)",NA,"International Studies","JR","Female","Yes","No","Yes",3,"Y","Evening Operations (8-11AM & 7-10PM roughly)","Not Interested","Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","471DMRJ4129HU856","C",2,"Rob Tietjen"
"495","Fall","2022","Registered(06/21/2022)",NA,"Business Management Ops","JR","Male","No","No","No",7,"N","Daytime","No Opinion","No Opinion","No Opinion","No Opinion","481NBUC6884XN166",NA,NA,NA
"496","Spring","2022","Registered(03/11/2022)",NA,"Bus Mgmt Marketing","SO","Male","No","No","No",1,"Y","Daytime Operations (8AM-2PM)","Not Interested","Indifferent or No Opinion","Very Interested","Not Interested","658UUMJ4514OL142",NA,NA,NA
"497","Winter","2023","Registered(11/03/2022)",NA,"Bus Mgmt Marketing","SR","Male","No","No","No",6,"Y","I'm fine with either option","Not Interested","Very Interested","Very Interested","Indifferent or No Opinion","629CWAI8719UE212","F",1,"Chris Boyce"
"498","Fall","2022","Registered(06/10/2022)",NA,"Bus Mgmt Marketing","JR","Male","No","No","No",4,"Y","Evening","Very Interested","No Opinion","Very Interested","Very Interested","279YEJN9391WQ569",NA,NA,NA
"499","Spring","2023","Registered(03/14/2023)",NA,"Business Finance","SO","Male","No","Yes","No",6,"N",NA,"N/A","N/A","N/A","N/A","573YVUP7272AP329","F",3,"Kent Lundin"
"500","Spring","2023","Registered(03/15/2023)",NA,"Business Finance","FR","Male","No","Yes","No",3,"Y","Daytime Operations (8AM-2PM roughly)","Very Interested","Very Interested","Indifferent or No Opinion","Not Interested","669DXIQ8329CX375","C",3,"Chris Boyce"
"501","Fall","2023","Registered(06/08/2023)",NA,"Business Management","JR","Female","Yes","No","No",4,"Y","Daytime Operations (8AM-2PM roughly)","Indifferent or No Opinion","Very Interested","Very Interested","Not Interested","745KZXX1180SW903","D",2,"Chris Boyce"
"502","Winter","2023","Registered(11/03/2022)",NA,"Business Finance","SR","Male","No","Yes","No",7,"Y","Daytime Operations (8AM-2PM)","Not Interested","Indifferent or No Opinion","Indifferent or No Opinion","Not Interested","569JLLG5554OB451","G",3,"Jared Peterson"
"503","Spring","2022","Registered(03/24/2022)",NA,"Construction Management","SO","Male","No","No","Yes",5,"N",NA,"N/A","N/A","N/A","N/A","721DOVP7276JP884",NA,NA,NA
"504","Spring","2022","Registered(03/10/2022)",NA,"Business Management","SR","Male","No","No","No",8,"N",NA,"N/A","N/A","N/A","N/A","808AXMX2978PV340",NA,NA,NA
"505","Fall","2022","Registered(06/13/2022)",NA,"Business Finance","JR","Male","No","Yes","No",3,"Y","Daytime","No Opinion","No Opinion","Very Interested","No Opinion","860ZASP2777TS128",NA,NA,NA
"506","Fall","2023","Registered(06/04/2023)",NA,"Bus Mgmt Marketing","SR","Female","Yes","No","No",5,"N","N/A","N/A","N/A","N/A","N/A","523HJGL7438QK184","E",3,"Jared Peterson"
"507","Spring","2022","Registered(03/12/2022)",NA,"Bus Mgmt Marketing","SO","Female","Yes","No","No",8,"N",NA,"N/A","N/A","N/A","N/A","251BICP7329QT890",NA,NA,NA
"508","Winter","2023","Registered(11/03/2022)",NA,"Business Management","SR","Male","No","No","No",5,"Y","I'm fine with either option","Very Interested","Not Interested","Not Interested","Indifferent or No Opinion","483QDQF8071AJ519","E",2,"Rob Tietjen"
"509","Spring","2023","Registered(03/09/2023)",NA,"Bus Mgmt Marketing","SO","Female","Yes","No","No",6,"Y","Daytime Operations (8AM-2PM roughly)","Indifferent or No Opinion","Very Interested","Very Interested","Indifferent or No Opinion","654DPSG5359UM639","F",2,"Kent Lundin"
"510","Spring","2023","Registered(04/14/2023)",NA,"Business Management","JR","Male","No","No","No",3,"N",NA,"N/A","N/A","N/A","N/A","116ZKYV5396SV108","C",2,"Chris Boyce"
"511","Winter","2023","Registered(11/14/2022)",NA,"Bus Mgmt Marketing","SO","Male","No","No","No",3,"N",NA,"N/A","N/A","N/A","N/A","637QTPB8211RQ621","C",3,"Drew Eager"
"512","Fall","2022","Registered(06/08/2022)",NA,"Business Management","JR","Male","No","No","No",1,"N","Daytime","No Opinion","No Opinion","No Opinion","No Opinion","719MLXK6656VD891",NA,NA,NA
"513","Fall","2023","Registered(06/05/2023)",NA,"Business Finance","JR","Male","No","Yes","No",2,"Y","Daytime Operations (8AM-2PM roughly)","Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","688BCCI5754NO247","B",2,"Mary Maroon"
"514","Winter","2023","Registered(11/25/2022)",NA,"Automotive Tech Mgmt","SR","Male","No","No","Yes",6,"Y","Daytime Operations (8AM-2PM)","Indifferent or No Opinion","Very Interested","Very Interested","Indifferent or No Opinion","943OALW3407ZI721","F",1,"Chris Boyce"
"515","Fall","2023","Registered(06/12/2023)",NA,"Business Management","SR","Male","No","No","No",2,"Y","Daytime Operations (8AM-2PM roughly)","Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","195CTFY8867DY644","B",3,"Mary Maroon"
"516","Spring","2023","Registered(03/05/2023)",NA,"Business Management","SR","Male","No","No","No",9,"Y","Daytime Operations (8AM-2PM roughly)","Very Interested","Not Interested","Indifferent or No Opinion","Not Interested","176SVGX1693RR305","I",3,"Dave Rowe"
"517","Spring","2022","Registered(03/17/2022)",NA,"Business Management","SO","Male","No","No","No",6,"Y",NA,"Very Interested","Not Interested","Indifferent or No Opinion","Very Interested","878WUEW4637LA686",NA,NA,NA
"518","Fall","2022","Registered(09/13/2022)",NA,"Art","JR","Male","No","No","Yes",4,"Y",NA,NA,NA,NA,NA,"452MOHI2387KP587",NA,NA,NA
"519","Fall","2022","Registered(06/10/2022)",NA,"Bus Mgmt Marketing","JR","Male","No","No","No",8,"Y","Daytime","Not Interested","No Opinion","Not Interested","Very Interested","699QIHG1331KR384",NA,NA,NA
"520","Spring","2023","Registered(03/20/2023)",NA,"Bus Mgmt Marketing","JR","Female","Yes","No","No",6,"Y","Daytime Operations (8AM-2PM roughly)","Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","760QHZS5265DX578","F",2,"Kent Lundin"
"521","Fall","2022","Registered(08/28/2022)",NA,"Bus Mgmt Marketing","SR","Female","Yes","No","No",1,"N",NA,NA,NA,NA,NA,"916RQFV2867JF907",NA,NA,NA
"522","Winter","2023","Registered(11/08/2022)",NA,"Business Management","SR","Male","No","No","No",1,"N",NA,"N/A","N/A","N/A","N/A","283ECHC8030TJ957","A",3,"Charlie Crump"
"523","Fall","2022","Registered(06/08/2022)",NA,"Bus Mgmt Marketing","SR","Female","Yes","No","No",7,"Y","Daytime","Very Interested","No Opinion","Very Interested","No Opinion","387MNEW7574ZJ225",NA,NA,NA
"524","Fall","2022","Registered(06/09/2022)",NA,"Bus Mgmt Marketing","JR","Female","Yes","No","No",4,"Y","Daytime","Not Interested","Very Interested","Very Interested","Very Interested","661BYUF7701BJ400",NA,NA,NA
"525","Fall","2022","Registered(06/07/2022)",NA,"Construction Management","SR","Male","No","No","Yes",1,"N","Daytime","No Opinion","No Opinion","No Opinion","No Opinion","494WQTF3867GI555",NA,NA,NA
"526","Spring","2022","Registered(03/30/2022)",NA,"Exercise Physiology","SR","Male","No","No","Yes",1,"Y","Daytime Operations (8AM-2PM)","Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","330UHHL8663ED810",NA,NA,NA
"527","Fall","2022","Registered(06/08/2022)",NA,"Bus Mgmt Marketing","JR","Male","No","No","No",4,"Y","Daytime","No Opinion","Very Interested","No Opinion","Very Interested","163IYLR4643TI246",NA,NA,NA
"528","Fall","2022","Registered(06/09/2022)",NA,"Bus Mgmt Marketing","JR","Male","No","No","No",5,"N","Daytime","No Opinion","No Opinion","No Opinion","No Opinion","490QMPX1825ZM465",NA,NA,NA
"529","Spring","2023","Registered(03/07/2023)",NA,"Bus Mgmt Marketing","SR","Female","Yes","No","No",8,"Y","I'm fine with either option","Very Interested","Indifferent or No Opinion","Very Interested","Very Interested","867JGKB2803GC678","H",3,"Charlie Crump"
"530","Spring","2022","Registered(03/11/2022)",NA,"Business Management","SO","Male","No","No","No",1,"N","Daytime Operations (8AM-2PM)","N/A","N/A","N/A","N/A","840NZTL2687FS216",NA,NA,NA
"531","Fall","2022","Registered(06/09/2022)",NA,"Business Management Ops","JR","Male","No","No","No",4,"Y","Daytime","Very Interested","Not Interested","Very Interested","No Opinion","957CDLJ2924WG159",NA,NA,NA
"532","Spring","2023","Registered(03/03/2023)",NA,"Bus Mgmt Marketing","SR","Female","Yes","No","No",8,"Y","Daytime Operations (8AM-2PM roughly)","Very Interested","Very Interested","Not Interested","Very Interested","544YUFC7764UT743","H",3,"Charlie Crump"
"533","Fall","2023","Registered(06/09/2023)",NA,"Bus Mgmt Marketing","JR","Female","Yes","No","No",5,"N","N/A","N/A","N/A","N/A","N/A","756DSYA2403FK463","E",2,"Jared Peterson"
"534","Winter","2023","Registered(12/11/2022)",NA,"Bus Mgmt Marketing","JR","Male","No","No","No",8,"Y","Daytime Operations (8AM-2PM)","Not Interested","Not Interested","Very Interested","Not Interested","354EJSL3142NQ924","H",3,"Jared Eberhard"
"535","Winter","2023","Registered(11/04/2022)",NA,"Bus Mgmt Marketing","SR","Female","Yes","No","No",3,"N",NA,"N/A","N/A","N/A","N/A","894HNJF9800AF315","C",1,"Drew Eager"
"536","Spring","2022","Registered(03/07/2022)",NA,"Business Management","SR","Male","No","No","No",8,"Y",NA,"Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","666ONGE2118UL503",NA,NA,NA
"537","Fall","2023","Registered(08/06/2023)",NA,"Bus Mgmt Marketing","JR","Male","No","No","No",3,"N","N/A","N/A","N/A","N/A","N/A","941LRWI7265EM484","C",2,"Rob Tietjen"
"538","Spring","2023","Registered(03/07/2023)",NA,"Business Management","JR","Male","No","No","No",9,"Y","Daytime Operations (8AM-2PM roughly)","Very Interested","Not Interested","Indifferent or No Opinion","Indifferent or No Opinion","682XSXM8789NM683","I",1,"Dave Rowe"
"539","Spring","2022","Registered(03/03/2022)",NA,"Business Management","SR","Male","No","No","No",3,"N","Daytime Operations (8AM-2PM)","N/A","N/A","N/A","N/A","135LNKD5783WW633",NA,NA,NA
"540","Spring","2022","Registered(03/09/2022)",NA,"Automotive Tech Mgmt","JR","Male","No","No","Yes",7,"Y","Daytime Operations (8AM-2PM)","Very Interested","Not Interested","Very Interested","Very Interested","787AYBB4468KT117",NA,NA,NA
"541","Spring","2023","Registered(03/06/2023)",NA,"Business Management","SR","Male","No","No","No",2,"Y","Evening Operations (8-11AM & 7-10PM roughly)","Not Interested","Not Interested","Very Interested","Not Interested","548JPTD4480VI572","B",1,"Rob Tietjen"
"542","Winter","2023","Registered(11/15/2022)",NA,"Bus Mgmt Marketing","SO","Male","No","No","No",4,"Y","Daytime Operations (8AM-2PM)","Very Interested","Not Interested","Indifferent or No Opinion","Indifferent or No Opinion","836OFFT5219VC236","D",1,"Alan Thompson"
"543","Spring","2022","Registered(03/13/2022)",NA,"Art","JR","Male","No","No","Yes",6,"N","Daytime Operations (8AM-2PM)","N/A","N/A","N/A","N/A","911RVVE7971EF286",NA,NA,NA
"544","Spring","2022","Registered(03/10/2022)",NA,"Bus Mgmt Marketing","SR","Male","No","No","No",2,"N",NA,"N/A","N/A","N/A","N/A","280JTIR2003TC938",NA,NA,NA
"545","Fall","2023","Registered(06/07/2023)",NA,"Business Management","JR","Male","No","No","No",6,"Y","Daytime Operations (8AM-2PM roughly)","Very Interested","Not Interested","Very Interested","Indifferent or No Opinion","919TXVI1127LQ699","F",1,"Kent Lundin"
"546","Fall","2023","tbd",NA,"Construction Management","SR","Male","No","No","Yes",5,"Y","Daytime Operations (8AM-2PM roughly)","Not Interested","Indifferent or No Opinion","Very Interested","Not Interested","460CZDD1422TT850","E",1,"Jared Peterson"
"547","Spring","2023","Registered(03/08/2023)",NA,"Business Management","JR","Female","Yes","No","No",1,"N",NA,"N/A","N/A","N/A","N/A","413HXCI5385HD407","A",3,"Scott Pope"
"548","Spring","2023","Registered(03/08/2023)",NA,"Business Finance","JR","Male","No","Yes","No",5,"N",NA,"N/A","N/A","N/A","N/A","598FZTM5934CX103","E",1,"Jared Eberhard"
"549","Fall","2023","Registered(06/08/2023)",NA,"International Studies","JR","Female","Yes","No","Yes",7,"Y","Daytime Operations (8AM-2PM roughly)","Very Interested","Very Interested","Indifferent or No Opinion","Indifferent or No Opinion","162DQIV6667YK723","G",2,"Drew Eagar"
"550","Spring","2023","Registered(03/09/2023)",NA,"Business Finance","JR","Male","No","Yes","No",1,"N",NA,"N/A","N/A","N/A","N/A","622DHHE2276QA859","A",2,"Scott Pope"
"551","Spring","2023","Registered(03/07/2023)",NA,"Business Management","JR","Male","No","No","No",4,"Y","Daytime Operations (8AM-2PM roughly)","Very Interested","Indifferent or No Opinion","Very Interested","Indifferent or No Opinion","588YTKE5702YQ751","D",2,"Jared Peterson"
"552","Fall","2022","Registered(08/30/2022)",NA,"Business Management","JR","Female","Yes","No","No",7,"N",NA,NA,NA,NA,NA,"701YQZJ9391LF272",NA,NA,NA
"553","Fall","2023","Registered(06/06/2023)",NA,"Business Management","JR","Male","No","No","No",3,"Y","Evening Operations (8-11AM & 7-10PM roughly)","Very Interested","Not Interested","Indifferent or No Opinion","Not Interested","147TTUZ3709YS211","C",3,"Rob Tietjen"
"554","Spring","2022","Registered(03/15/2022)",NA,"Business Management","SO","Male","No","No","No",4,"N",NA,"N/A","N/A","N/A","N/A","392HRZD3615XV304",NA,NA,NA
"555","Spring","2022","Registered(03/03/2022)",NA,"Construction Management","SR","Male","No","No","Yes",4,"Y",NA,"Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","652OAEU4490HK444",NA,NA,NA
"556","Fall","2022","Registered(06/07/2022)",NA,"FCS Apparel Entrepreneur","SR","Female","Yes","No","Yes",2,"Y","Daytime","No Opinion","No Opinion","Not Interested","Very Interested","754ZNFR1864GI958",NA,NA,NA
"557","Spring","2022","Registered(03/08/2022)",NA,"Bus Mgmt Marketing","JR","Female","Yes","No","No",4,"N",NA,"N/A","N/A","N/A","N/A","735XPWF5991MI424",NA,NA,NA
"558","Winter","2023","Registered(11/14/2022)",NA,"Business Management","SO","Female","Yes","No","No",5,"Y","Evening Operations (8-11AM & 7-10PM)","Very Interested","Very Interested","Very Interested","Very Interested","855BZJD5358UB896","E",2,"Rob Tietjen"
"559","Fall","2022","Registered(06/08/2022)",NA,"Bus Mgmt Marketing","JR","Male","No","No","No",5,"N","Daytime","No Opinion","No Opinion","No Opinion","No Opinion","547LRZN1491ZT673",NA,NA,NA
"560","Spring","2023","Registered(04/19/2023)",NA,"History Education","SO","Male","No","No","No",3,"N",NA,"N/A","N/A","N/A","N/A","137MLWM1374JJ775","C",2,"Chris Boyce"
"561","Fall","2023","Registered(06/06/2023)",NA,"FCS Apparel Entrepreneur","JR","Female","Yes","No","Yes",2,"Y","Daytime Operations (8AM-2PM roughly)","Very Interested","Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","775DHIX5337ZD204","B",2,"Mary Maroon"
"562","Fall","2022","Registered(06/08/2022)",NA,"Business Management","JR","Female","Yes","No","No",3,"Y","Daytime","No Opinion","No Opinion","Not Interested","Very Interested","490DHXE3938HA547",NA,NA,NA
"563","Spring","2023","Registered(03/07/2023)",NA,"Bus Mgmt Marketing","JR","Male","No","No","No",9,"Y","Daytime Operations (8AM-2PM roughly)","Not Interested","Not Interested","Very Interested","Very Interested","910OAGM6662GS916","I",2,"Dave Rowe"
"564","Spring","2023","Registered(03/09/2023)",NA,"Bus Mgmt Marketing","JR","Female","Yes","No","No",6,"Y","Daytime Operations (8AM-2PM roughly)","Not Interested","Very Interested","Very Interested","Indifferent or No Opinion","103LAFY1309QL147","F",1,"Kent Lundin"
"565","Spring","2022","Registered(03/07/2022)",NA,"Bus Mgmt Marketing","JR","Male","No","No","No",6,"Y","Evening Operations (8-11AM & 7-10PM)","Very Interested","Not Interested","Not Interested","Not Interested","689FSKZ9578ZZ701",NA,NA,NA
"566","Fall","2023","Registered(06/09/2023)",NA,"Bus Mgmt Marketing","SO","Female","Yes","No","No",4,"Y","Daytime Operations (8AM-2PM roughly)","Indifferent or No Opinion","Very Interested","Very Interested","Indifferent or No Opinion","382ZHAE4720MU734","D",2,"Chris Boyce"
"567","Spring","2022","Registered(03/27/2022)",NA,"International Studies","JR","Male","No","No","Yes",3,"Y","Daytime Operations (8AM-2PM)","Very Interested","Indifferent or No Opinion","Not Interested","Indifferent or No Opinion","476IBXI5127TP470",NA,NA,NA
"568","Winter","2023","Registered(11/03/2022)",NA,"Business Management","SR","Female","Yes","No","No",3,"Y","Daytime Operations (8AM-2PM)","Indifferent or No Opinion","Very Interested","Very Interested","Indifferent or No Opinion","824XXGO7753ID804","C",2,"Drew Eager"
"569","Fall","2022","Registered(06/06/2022)",NA,"Bus Mgmt Marketing","JR","Female","Yes","No","No",8,"Y","Daytime","Very Interested","Very Interested","Not Interested","No Opinion","125SVIO4249MB623",NA,NA,NA
"570","Spring","2022","Registered(03/07/2022)",NA,"Business Management","JR","Male","No","No","No",1,"N",NA,"N/A","N/A","N/A","N/A","131QVAT3667MY859",NA,NA,NA
"571","Winter","2023","Registered(11/23/2022)",NA,"Bus Mgmt Marketing","SR","Female","Yes","No","No",5,"Y","Daytime Operations (8AM-2PM)","Very Interested","Very Interested","Indifferent or No Opinion","Not Interested","446BJSJ6691NI612","E",1,"Rob Tietjen"
"572","Spring","2023","Registered(03/10/2023)",NA,"Business Management","JR","Male","No","No","No",7,"Y","Daytime Operations (8AM-2PM roughly)","Very Interested","Not Interested","Not Interested","Indifferent or No Opinion","982JBHQ2074VM424","G",1,"Brian Christensen"
"573","Fall","2022","Registered(06/10/2022)",NA,"Business Management","JR","Male","No","No","No",8,"Y","Daytime","Not Interested","Not Interested","Not Interested","Very Interested","807CVTO7337NB572",NA,NA,NA
"574","Fall","2023","Registered(06/08/2023)",NA,"Business Management","SO","Male","No","No","No",1,"Y","Daytime Operations (8AM-2PM roughly)","Indifferent or No Opinion","Indifferent or No Opinion","Very Interested","Indifferent or No Opinion","890AUKZ5042UU191","A",3,"Scott Pope"
"575","Fall","2022","Registered(09/09/2022)",NA,"Bus Mgmt Marketing","SR","Male","No","No","No",3,"Y",NA,NA,NA,NA,NA,"328GGTD9247CY386",NA,NA,NA
"576","Spring","2022","Registered(03/06/2022)",NA,"Bus Mgmt Marketing","JR","Female","Yes","No","No",4,"Y",NA,"Very Interested","Very Interested","Indifferent or No Opinion","Not Interested","539JPMW8500BY128",NA,NA,NA
"577","Winter","2023","Registered(11/09/2022)",NA,"Business Management","JR","Male","No","No","No",5,"Y","Evening Operations (8-11AM & 7-10PM)","Very Interested","Not Interested","Indifferent or No Opinion","Indifferent or No Opinion","772IQXV2091VA481","E",3,"Rob Tietjen"
"578","Fall","2022","Registered(06/09/2022)",NA,"Bus Mgmt Marketing","JR","Male","No","No","No",1,"Y","Daytime","No Opinion","No Opinion","No Opinion","Very Interested","931AXTG8307WV585",NA,NA,NA
"579","Fall","2022","Registered(06/08/2022)",NA,"Business Management Ops","JR","Female","Yes","No","No",4,"Y","Daytime","Not Interested","No Opinion","Not Interested","No Opinion","786XIIF3940HA905",NA,NA,NA
"580","Winter","2023","Registered(11/11/2022)",NA,"Professional Studies","SR","Male","No","No","Yes",4,"Y","Daytime Operations (8AM-2PM)","Very Interested","Not Interested","Not Interested","Indifferent or No Opinion","765COGP5618JS242","D",2,"Alan Thompson"
"581","Fall","2022","Registered(06/07/2022)",NA,"Bus Mgmt Marketing","SR","Male","No","No","No",8,"Y","Daytime","Not Interested","Very Interested","Not Interested","No Opinion","497UWPS9699LM104",NA,NA,NA
"582","Fall","2023","Registered(06/06/2023)",NA,"Bus Mgmt Marketing","SR","Female","Yes","No","No",6,"Y","Daytime Operations (8AM-2PM roughly)","Very Interested","Not Interested","Indifferent or No Opinion","Very Interested","205HJFZ5745NC473","F",2,"Kent Lundin"
"583","Spring","2022","Registered(03/21/2022)",NA,"Business Management","JR","Female","Yes","No","No",2,"Y",NA,"Very Interested","Very Interested","Very Interested","Indifferent or No Opinion","453HUUU4525ND313",NA,NA,NA
"584","Spring","2022","Registered(03/10/2022)",NA,"Business Management","JR","Male","No","No","No",2,"Y","Daytime Operations (8AM-2PM)","Very Interested","Indifferent or No Opinion","Not Interested","Very Interested","207RTQK2658DV582",NA,NA,NA
"585","Winter","2023","Registered(12/16/2022)",NA,"Bus Mgmt Marketing","FR","Female","Yes","No","No",4,"Y","Daytime Operations (8AM-2PM)","Very Interested","Not Interested","Very Interested","Indifferent or No Opinion","915PXDK6514GF536","D",3,"Alan Thompson"
"586","Fall","2022","Registered(06/03/2022)",NA,"Business Management","SR","Female","Yes","No","No",5,"Y","Daytime","Not Interested","Very Interested","No Opinion","Very Interested","316VSEV7972DW237",NA,NA,NA
"587","Fall","2022","Registered(06/13/2022)",NA,"Business Management","SR","Female","Yes","No","No",8,"Y","Daytime","Very Interested","No Opinion","No Opinion","Very Interested","555NEUG7339NZ339",NA,NA,NA
"588","Spring","2022","Registered(03/11/2022)",NA,"Bus Mgmt Marketing","JR","Male","No","No","No",4,"N","Daytime Operations (8AM-2PM)","N/A","N/A","N/A","N/A","737SOCG8720PE362",NA,NA,NA
"589","Fall","2022","Registered(07/06/2022)",NA,"Business Finance","JR","Male","No","Yes","No",8,"Y","Daytime","Very Interested","Not Interested","Very Interested","No Opinion","916AYFW9623TQ766",NA,NA,NA
"590","Spring","2023","Registered(03/09/2023)",NA,"Bus Mgmt Marketing","JR","Male","No","No","No",2,"Y","Evening Operations (8-11AM & 7-10PM roughly)","Very Interested","Not Interested","Indifferent or No Opinion","Indifferent or No Opinion","252WNGS3361VU247","B",2,"Rob Tietjen"
"591","Spring","2023","Registered(03/08/2023)",NA,"FCS Apparel Entrepreneur","SR","Female","Yes","No","Yes",1,"Y","Daytime Operations (8AM-2PM roughly)","Very Interested","Very Interested","Very Interested","Very Interested","245TMDH1012SM371","A",1,"Scott Pope"
"592","Spring","2022","Registered(03/10/2022)",NA,"FCS Apparel Entrepreneur","JR","Female","Yes","No","Yes",1,"Y",NA,"Not Interested","Very Interested","Very Interested","Indifferent or No Opinion","222LFDP5928EI362",NA,NA,NA
"593","Spring","2022","Registered(04/04/2022)",NA,"Business Management","SR","Female","Yes","No","No",8,"N",NA,"N/A","N/A","N/A","N/A","871RCDY6211GX673",NA,NA,NA
"594","Spring","2022","Registered(03/25/2022)",NA,"Bus Mgmt Marketing","JR","Female","Yes","No","No",3,"Y","Daytime Operations (8AM-2PM)","Indifferent or No Opinion","Very Interested","Not Interested","Not Interested","474JQJX1105IW608",NA,NA,NA
"595","Fall","2023","Registered(06/20/2023)",NA,"Bus Mgmt Marketing","SR","Male","No","No","No",4,"Y","Daytime Operations (8AM-2PM roughly)","Indifferent or No Opinion","Not Interested","Very Interested","Indifferent or No Opinion","291PFBL1111SD502","D",2,"Chris Boyce"
"596","Winter","2023","Registered(11/28/2022)",NA,"Business Management","JR","Male","No","No","No",3,"N",NA,"N/A","N/A","N/A","N/A","938DMNM2237HF644","C",3,"Drew Eager"
